eye_distance_px,face_height_px,face_area_ratio,head_tilt_h,head_tilt_v,label
84,127,0.0875,48.3308,0.0039,head_right
85,127,0.0881,48.5843,0.0028,head_right
85,127,0.0881,48.3308,0.0053,head_right
85,127,0.0881,48.3308,0.0045,head_right
85,127,0.0881,48.3308,0.0051,head_right
85,127,0.0881,48.3308,0.0046,head_right
85,128,0.0886,48.8078,0.0055,head_right
85,127,0.0886,48.3308,0.0068,head_right
85,127,0.0881,48.3308,0.0063,head_right
85,127,0.0881,48.3308,0.006,head_right
85,127,0.0886,48.3308,0.0058,head_right
85,127,0.0886,48.3308,0.005,head_right
85,127,0.0881,48.3308,0.0048,head_right
85,127,0.0886,48.5843,0.0049,head_right
85,127,0.0886,48.3308,0.0035,head_right
85,128,0.0886,48.5545,0.0024,head_right
85,129,0.0886,49.0294,0.0049,head_right
84,129,0.0886,49.2845,0.0031,head_right
84,128,0.0881,48.8078,0.0027,head_right
84,127,0.0886,48.5843,0.0043,head_right
84,127,0.0886,48.3308,0.0048,head_right
84,128,0.0886,48.8078,0.0022,head_right
85,128,0.0886,48.8078,0.0029,head_right
84,127,0.0886,48.5843,0.0059,head_right
85,127,0.0886,48.5843,0.0069,head_right
84,127,0.0881,48.5843,0.0069,head_right
85,128,0.0881,48.8078,0.0058,head_right
85,129,0.0881,49.0294,0.0059,head_right
85,128,0.0881,48.8078,0.0067,head_right
85,128,0.0886,48.8078,0.006,head_right
85,129,0.0886,49.0294,0.0061,head_right
84,128,0.0886,48.8078,0.0056,head_right
84,129,0.0881,49.0294,0.0069,head_right
84,129,0.0886,49.2845,0.0058,head_right
84,129,0.0881,49.0294,0.007,head_right
85,129,0.0881,49.2845,0.0078,head_right
84,129,0.0881,49.2845,0.0042,head_right
84,129,0.0886,49.2845,0.006,head_right
84,129,0.0881,49.0294,0.0064,head_right
84,129,0.0886,49.0294,0.0076,head_right
84,129,0.0881,49.0294,0.0057,head_right
84,129,0.0881,49.2845,0.0062,head_right
84,128,0.0881,49.0632,0.0054,head_right
85,128,0.0886,49.0632,0.0075,head_right
86,129,0.0875,49.2845,0.0075,head_right
84,129,0.0875,49.2845,0.0053,head_right
84,129,0.0886,49.2845,0.0059,head_right
84,129,0.0881,49.2845,0.0014,head_right
84,129,0.0886,49.2845,0.0053,head_right
84,129,0.0875,49.2845,0.0045,head_right
84,128,0.0881,49.0632,0.0046,head_right
84,129,0.0875,49.2845,0.0078,head_right
84,129,0.0881,49.2845,0.0069,head_right
84,129,0.0881,49.2845,0.0057,head_right
84,129,0.0881,49.2845,0.005,head_right
84,129,0.0881,49.2845,0.0062,head_right
85,129,0.0886,49.2845,0.0086,head_right
84,130,0.0881,49.7607,0.0066,head_right
85,130,0.0881,49.5039,0.0079,head_right
85,130,0.0875,49.7607,0.0058,head_right
85,129,0.0881,49.5416,0.0043,head_right
84,129,0.0881,49.2845,0.0049,head_right
85,129,0.0886,49.2845,0.0066,head_right
85,129,0.0881,49.2845,0.0078,head_right
80,110,0.0777,44.7359,-0.0116,head_right
80,114,0.0807,44.7448,-0.0042,head_right
81,115,0.0802,44.747,-0.0049,head_right
81,114,0.0802,44.5005,-0.0066,head_right
81,115,0.0792,44.747,-0.0032,head_right
81,114,0.0802,44.2576,-0.0044,head_right
81,114,0.0807,44.5005,-0.0022,head_right
82,114,0.0807,44.2576,-0.0033,head_right
81,114,0.0807,44.2576,-0.0028,head_right
81,115,0.0813,44.5048,-0.0049,head_right
81,115,0.0813,44.5048,-0.0036,head_right
81,115,0.0813,44.5048,-0.0033,head_right
81,115,0.0813,44.5048,-0.0023,head_right
81,115,0.0818,44.5048,-0.0036,head_right
81,115,0.0813,44.5048,-0.0017,head_right
81,115,0.0813,44.747,-0.0015,head_right
81,115,0.0813,44.5048,-0.0017,head_right
81,115,0.0818,44.747,-0.001,head_right
81,115,0.0818,44.5048,-0.003,head_right
81,115,0.0813,44.747,-0.0032,head_right
81,115,0.0807,44.747,-0.0023,head_right
82,115,0.0818,44.5048,-0.0019,head_right
81,115,0.0818,44.747,-0.0012,head_right
81,115,0.0818,44.5048,-0.0022,head_right
81,115,0.0807,44.5048,-0.0019,head_right
82,115,0.0807,44.5048,-0.0029,head_right
82,115,0.0813,44.747,-0.0038,head_right
82,115,0.0813,44.747,-0.002,head_right
82,115,0.0813,44.747,-0.0037,head_right
81,115,0.0813,44.747,-0.0017,head_right
81,115,0.0813,44.747,0.0003,head_right
82,115,0.0813,44.747,-0.0008,head_right
81,115,0.0813,44.747,-0.002,head_right
81,115,0.0813,44.747,-0.0021,head_right
81,115,0.0813,44.747,-0.0014,head_right
81,116,0.0813,44.7491,-0.0015,head_right
82,116,0.0818,44.9905,-0.0019,head_right
82,115,0.0813,44.747,-0.003,head_right
81,117,0.0813,45.2509,-0.0013,head_right
81,116,0.0813,44.9905,-0.0028,head_right
81,115,0.0813,44.747,-0.0036,head_right
81,115,0.0818,44.747,-0.0025,head_right
81,115,0.0818,44.5048,-0.0019,head_right
81,115,0.0818,44.5048,-0.0021,head_right
82,115,0.0813,44.747,-0.0014,head_right
82,115,0.0813,44.747,-0.0018,head_right
81,116,0.0813,44.9905,-0.0016,head_right
81,115,0.0818,44.5048,-0.0029,head_right
81,115,0.0818,44.747,-0.0031,head_right
81,115,0.0818,44.747,-0.0029,head_right
81,115,0.0818,44.747,-0.0014,head_right
81,115,0.0818,44.747,-0.0022,head_right
81,116,0.0818,44.9905,-0.0015,head_right
82,116,0.0818,44.9905,-0.0023,head_right
81,117,0.0818,45.2509,-0.0034,head_right
82,117,0.0818,45.2509,-0.0006,head_right
81,117,0.0818,45.2509,-0.0018,head_right
81,116,0.0818,44.9905,-0.0018,head_right
82,116,0.0818,44.9905,-0.0016,head_right
81,117,0.0818,45.2509,-0.0038,head_right
81,117,0.0818,45.2509,-0.0036,head_right
81,116,0.0818,44.9905,-0.0034,head_right
82,117,0.0818,45.2509,-0.0015,head_right
82,117,0.0818,45.2509,-0.0007,head_right
82,117,0.0818,45.2509,-0.0012,head_right
82,117,0.0818,45.2509,-0.003,head_right
82,117,0.0818,45.4952,-0.002,head_right
82,117,0.0818,45.4952,-0.0015,head_right
82,116,0.0813,44.9905,-0.0011,head_right
82,116,0.0813,44.9905,-0.0001,head_right
82,116,0.0818,44.9905,-0.0022,head_right
82,116,0.0813,44.9905,-0.0016,head_right
82,116,0.0813,44.9905,-0.0047,head_right
82,116,0.0818,44.9905,-0.0022,head_right
82,116,0.0818,44.9905,-0.0023,head_right
82,116,0.0818,44.9905,-0.0024,head_right
82,116,0.0818,44.9905,-0.0024,head_right
81,116,0.0818,44.9905,-0.0008,head_right
81,116,0.0813,44.9905,-0.0017,head_right
81,116,0.0813,44.9905,-0.0016,head_right
81,116,0.0823,44.9905,-0.002,head_right
81,116,0.0813,44.9905,-0.0009,head_right
81,116,0.0813,44.9905,-0.0005,head_right
81,116,0.0813,44.9905,-0.0019,head_right
82,116,0.0823,44.9905,0.001,head_right
82,116,0.0818,44.9905,-0.0023,head_right
82,117,0.0823,45.2509,-0.0001,head_right
81,117,0.0818,45.2509,0.0006,head_right
81,117,0.0818,45.2509,0.0005,head_right
82,117,0.0818,45.2509,-0.0001,head_right
82,117,0.0813,45.2509,-0.0005,head_right
82,117,0.0823,45.2509,-0.0009,head_right
82,117,0.0818,45.2509,-0.0004,head_right
82,116,0.0818,44.9905,-0.0008,head_right
82,116,0.0813,44.9905,0.0006,head_right
82,117,0.0818,45.2509,-0.0023,head_right
82,117,0.0823,45.2509,0.0002,head_right
82,117,0.0813,45.2509,-0.0008,head_right
82,116,0.0818,44.9905,-0.0014,head_right
82,116,0.0818,44.9905,-0.001,head_right
87,102,0.0854,40.368,-0.0048,head_right
89,116,0.098,40.887,0.0032,head_right
90,119,0.1008,40.9836,0.0043,head_right
90,118,0.0997,40.5369,0.0017,head_right
91,119,0.0997,40.7767,0.0019,head_right
91,119,0.1008,40.9836,0.0044,head_right
89,119,0.1008,40.7767,0.0051,head_right
91,119,0.1002,40.7767,0.0036,head_right
91,119,0.1008,40.9836,0.0046,head_right
91,119,0.102,40.7767,0.0049,head_right
91,118,0.1014,40.5369,0.0052,head_right
90,119,0.1008,40.7767,0.0052,head_right
91,118,0.1008,40.5369,0.0032,head_right
91,120,0.102,41.0148,0.0026,head_right
89,119,0.1003,40.7767,0.0046,head_right
90,118,0.1008,40.5369,0.0035,head_right
91,120,0.102,41.2219,0.002,head_right
89,119,0.1003,40.9836,0.0026,head_right
91,119,0.1014,40.7767,0.0025,head_right
90,119,0.1008,40.9836,0.0039,head_right
91,119,0.1002,40.7767,0.0041,head_right
91,119,0.1008,40.7767,0.0057,head_right
90,119,0.1008,40.9836,0.0028,head_right
90,119,0.1008,40.7767,0.0041,head_right
90,119,0.1008,40.7767,0.0042,head_right
90,119,0.1008,40.7767,0.003,head_right
90,120,0.1014,41.0148,0.0055,head_right
91,120,0.1008,41.0148,0.005,head_right
91,119,0.1014,40.7767,0.0051,head_right
91,120,0.1014,41.0148,0.0044,head_right
91,120,0.1014,41.0148,0.005,head_right
89,119,0.1014,40.7767,0.0042,head_right
89,119,0.1008,40.7767,0.0042,head_right
89,120,0.1008,41.0148,0.0041,head_right
90,120,0.1008,41.2219,0.002,head_right
91,120,0.1008,41.2219,0.0027,head_right
91,120,0.1008,41.0148,0.0045,head_right
91,120,0.1008,41.2219,0.0051,head_right
91,120,0.1008,41.4306,0.0044,head_right
91,120,0.1008,41.2219,0.0038,head_right
91,120,0.1008,41.4306,0.0046,head_right
91,120,0.1008,41.2219,0.0033,head_right
91,121,0.1008,41.4584,0.0038,head_right
91,121,0.1008,41.4584,0.002,head_right
91,121,0.1008,41.6673,0.0029,head_right
91,121,0.1008,41.4584,0.0039,head_right
90,121,0.1008,41.6673,0.0047,head_right
91,121,0.1008,41.6673,0.0029,head_right
90,121,0.1008,41.4584,0.0034,head_right
90,121,0.1008,41.4584,0.0046,head_right
91,121,0.1008,41.4584,0.0042,head_right
90,121,0.1008,41.4584,0.0047,head_right
90,120,0.1008,41.2219,0.0064,head_right
90,121,0.0997,41.4584,0.0057,head_right
90,121,0.1008,41.6673,0.0077,head_right
90,121,0.1014,41.4584,0.0074,head_right
90,121,0.1014,41.4584,0.0065,head_right
90,120,0.1008,41.4306,0.0026,head_right
91,121,0.1008,41.6673,0.0059,head_right
91,120,0.1008,41.4306,0.0049,head_right
91,120,0.1014,41.4306,0.005,head_right
91,121,0.1008,41.6673,0.007,head_right
90,122,0.102,41.6931,0.0072,head_right
91,120,0.1008,41.2219,0.005,head_right
90,122,0.1008,41.6931,0.0064,head_right
91,121,0.1008,41.6673,0.007,head_right
91,121,0.1008,41.4584,0.0074,head_right
90,122,0.1008,41.9022,0.0064,head_right
91,120,0.1008,41.4306,0.0083,head_right
91,121,0.1014,41.6673,0.0071,head_right
90,121,0.1008,41.6673,0.0085,head_right
90,121,0.1008,41.6673,0.0079,head_right
90,121,0.1008,41.6673,0.0068,head_right
90,121,0.1008,41.8779,0.0073,head_right
90,121,0.1014,41.6673,0.0069,head_right
91,123,0.1008,42.3459,0.0056,head_right
90,122,0.1008,41.9022,0.0068,head_right
91,121,0.1008,41.6673,0.0069,head_right
90,122,0.1014,42.1128,0.0051,head_right
91,121,0.1008,41.6673,0.007,head_right
91,121,0.1008,41.6673,0.0057,head_right
91,122,0.1014,41.9022,0.0075,head_right
90,121,0.1008,41.6673,0.006,head_right
90,122,0.1014,42.1128,0.0066,head_right
90,122,0.1014,41.9022,0.0068,head_right
90,122,0.1008,41.9022,0.0072,head_right
90,122,0.1002,41.9022,0.0061,head_right
91,122,0.1014,41.9022,0.0064,head_right
90,122,0.1008,41.9022,0.0052,head_right
91,122,0.1008,41.9022,0.0078,head_right
91,122,0.1008,41.9022,0.0076,head_right
90,121,0.1008,41.6673,0.0083,head_right
90,121,0.1008,41.6673,0.0067,head_right
90,121,0.1008,41.4584,0.0071,head_right
90,121,0.1014,41.4584,0.0058,head_right
90,123,0.1008,42.1352,0.0052,head_right
90,121,0.1008,41.6673,0.0042,head_right
90,122,0.1008,41.9022,0.0059,head_right
90,121,0.1014,41.6673,0.0058,head_right
90,121,0.1008,41.6673,0.0065,head_right
73,131,0.049,86.9419,-0.0858,head_up
74,143,0.054,85.602,-0.0739,head_up
75,147,0.0577,85.7213,-0.0715,head_up
75,149,0.0577,85.7785,-0.0704,head_up
76,148,0.0573,85.7501,-0.0736,head_up
75,148,0.0572,85.7501,-0.0709,head_up
74,149,0.0572,85.7785,-0.0709,head_up
74,148,0.0572,85.7501,-0.0716,head_up
75,148,0.0572,85.7501,-0.0707,head_up
75,148,0.0572,85.7501,-0.071,head_up
74,148,0.0572,85.7501,-0.0717,head_up
74,149,0.0572,85.7785,-0.0709,head_up
74,149,0.0572,85.7785,-0.0703,head_up
74,149,0.0581,85.7785,-0.0713,head_up
75,149,0.0577,85.3963,-0.0726,head_up
75,148,0.0577,85.3653,-0.073,head_up
75,148,0.0572,85.7501,-0.0727,head_up
75,149,0.0572,85.3963,-0.0703,head_up
75,149,0.0572,85.7785,-0.0694,head_up
75,148,0.0577,85.7501,-0.0694,head_up
75,148,0.0577,85.7501,-0.0686,head_up
75,148,0.0576,86.1352,-0.0687,head_up
75,149,0.0581,85.7785,-0.0703,head_up
75,149,0.0576,85.3963,-0.0702,head_up
75,149,0.0576,85.3963,-0.071,head_up
75,149,0.0581,85.3963,-0.0722,head_up
75,149,0.0576,85.7785,-0.0717,head_up
75,149,0.0576,85.7785,-0.0708,head_up
75,149,0.0581,85.3963,-0.0731,head_up
75,150,0.0586,85.4268,-0.0718,head_up
75,149,0.0581,85.3963,-0.0714,head_up
75,149,0.0581,85.7785,-0.0721,head_up
75,149,0.0581,85.3963,-0.071,head_up
75,149,0.0586,85.7785,-0.0687,head_up
75,149,0.0581,85.7785,-0.0703,head_up
75,149,0.0581,85.3963,-0.0716,head_up
75,149,0.0581,85.3963,-0.0719,head_up
75,149,0.0576,85.7785,-0.0705,head_up
75,148,0.0576,85.3653,-0.0685,head_up
75,148,0.0581,85.3653,-0.0687,head_up
75,148,0.0581,85.3653,-0.0689,head_up
75,148,0.0576,85.7501,-0.0691,head_up
75,149,0.0576,85.7785,-0.0683,head_up
75,149,0.0581,85.3963,-0.0697,head_up
75,149,0.0581,85.7785,-0.0701,head_up
75,149,0.0581,85.3963,-0.0686,head_up
75,149,0.0576,85.7785,-0.0663,head_up
75,149,0.0581,85.3963,-0.0687,head_up
75,149,0.0576,85.3963,-0.068,head_up
75,149,0.0581,85.3963,-0.0671,head_up
75,149,0.0581,85.3963,-0.0674,head_up
75,149,0.0581,85.3963,-0.0676,head_up
75,149,0.058,85.3963,-0.0676,head_up
75,149,0.0576,85.7785,-0.0675,head_up
75,149,0.0576,85.7785,-0.0677,head_up
74,148,0.0581,85.3653,-0.0682,head_up
75,149,0.0585,85.7785,-0.0698,head_up
74,149,0.0581,85.3963,-0.0692,head_up
74,149,0.0585,85.7785,-0.0671,head_up
75,149,0.0576,85.3963,-0.0674,head_up
75,149,0.0585,85.3963,-0.0671,head_up
75,149,0.0576,85.7785,-0.0683,head_up
75,149,0.0576,85.3963,-0.0679,head_up
75,149,0.0576,85.7785,-0.067,head_up
75,149,0.0576,85.3963,-0.0681,head_up
75,149,0.0581,85.3963,-0.0685,head_up
75,149,0.058,85.3963,-0.0685,head_up
75,149,0.0576,85.3963,-0.0684,head_up
75,149,0.0576,85.3963,-0.0684,head_up
75,149,0.0576,85.3963,-0.0678,head_up
75,149,0.0576,85.3963,-0.0663,head_up
75,149,0.0576,85.3963,-0.0679,head_up
75,149,0.0585,85.7785,-0.0674,head_up
75,149,0.0572,85.3963,-0.0679,head_up
75,149,0.0572,85.7785,-0.0659,head_up
75,149,0.0576,85.3963,-0.0681,head_up
75,149,0.0576,85.3963,-0.0665,head_up
75,149,0.0576,85.7785,-0.0681,head_up
75,149,0.0572,85.7785,-0.0687,head_up
75,149,0.0572,85.7785,-0.0679,head_up
75,149,0.0581,85.7785,-0.0684,head_up
75,149,0.0576,85.7785,-0.0673,head_up
75,149,0.0576,85.7785,-0.0668,head_up
75,149,0.0581,85.7785,-0.0693,head_up
74,149,0.0581,85.3963,-0.0687,head_up
75,149,0.0581,85.7785,-0.07,head_up
75,148,0.0576,85.3653,-0.0694,head_up
74,149,0.0576,85.7785,-0.0683,head_up
74,149,0.0576,85.7785,-0.0711,head_up
75,148,0.0581,85.3653,-0.0702,head_up
75,148,0.0581,85.3653,-0.0712,head_up
75,148,0.0572,85.3653,-0.0704,head_up
75,148,0.0572,85.3653,-0.0711,head_up
75,148,0.0572,85.3653,-0.071,head_up
75,148,0.0568,85.7501,-0.0701,head_up
75,147,0.0572,85.3339,-0.0708,head_up
75,147,0.0568,85.7213,-0.0688,head_up
75,148,0.0572,85.7501,-0.0698,head_up
75,148,0.0568,85.7501,-0.0705,head_up
75,148,0.0572,85.7501,-0.0703,head_up
74,126,0.0488,84.5605,-0.121,head_up
74,134,0.0519,84.0363,-0.1086,head_up
76,137,0.0543,83.7524,-0.1046,head_up
76,137,0.0551,83.7524,-0.1043,head_up
76,139,0.0551,83.4345,-0.1069,head_up
74,138,0.0547,83.3873,-0.1048,head_up
76,138,0.0551,83.3873,-0.1048,head_up
74,138,0.0547,83.7974,-0.1076,head_up
74,138,0.0551,82.978,-0.1076,head_up
74,139,0.0551,83.8416,-0.1074,head_up
75,138,0.0551,83.3873,-0.105,head_up
75,139,0.0551,83.8416,-0.1056,head_up
75,138,0.0551,83.7974,-0.1058,head_up
74,139,0.0551,83.4345,-0.1059,head_up
74,138,0.0551,83.7974,-0.1058,head_up
76,139,0.0551,83.4345,-0.1045,head_up
74,139,0.0551,83.4345,-0.1068,head_up
75,139,0.0551,83.4345,-0.1046,head_up
75,138,0.0551,83.7974,-0.1053,head_up
75,139,0.0551,83.8416,-0.1058,head_up
75,139,0.0547,83.4345,-0.1043,head_up
75,139,0.0551,83.8416,-0.1058,head_up
75,139,0.0551,83.8416,-0.1058,head_up
75,139,0.0547,83.4345,-0.1042,head_up
75,139,0.0551,83.4345,-0.1062,head_up
75,139,0.0547,83.4345,-0.1031,head_up
75,139,0.0551,83.4345,-0.1053,head_up
75,139,0.0547,83.8416,-0.1043,head_up
75,139,0.0547,83.4345,-0.1047,head_up
75,138,0.0551,83.7974,-0.1065,head_up
75,139,0.0547,83.8416,-0.1058,head_up
75,139,0.0551,83.4345,-0.107,head_up
75,138,0.0551,83.7974,-0.104,head_up
75,137,0.0547,83.3395,-0.1074,head_up
75,138,0.0543,83.7974,-0.1082,head_up
75,138,0.0543,83.3873,-0.1077,head_up
75,138,0.0543,83.7974,-0.1073,head_up
75,138,0.0551,83.3873,-0.1102,head_up
75,138,0.0547,83.3873,-0.109,head_up
75,138,0.0543,83.7974,-0.1096,head_up
75,137,0.0543,83.7524,-0.1093,head_up
75,137,0.0543,83.7524,-0.1093,head_up
75,138,0.0547,83.7974,-0.1103,head_up
75,138,0.0547,83.7974,-0.1111,head_up
75,136,0.0543,83.7069,-0.1114,head_up
75,136,0.0547,83.7069,-0.1131,head_up
75,136,0.0544,84.1234,-0.1131,head_up
75,136,0.0544,83.7069,-0.1157,head_up
75,136,0.0547,83.7069,-0.1156,head_up
75,136,0.0539,83.7069,-0.1135,head_up
75,136,0.0544,83.7069,-0.1146,head_up
75,136,0.0539,83.7069,-0.1141,head_up
75,135,0.0535,83.6606,-0.1157,head_up
75,135,0.0539,83.6606,-0.1158,head_up
75,135,0.0535,83.6606,-0.1165,head_up
75,135,0.0535,84.0802,-0.1162,head_up
75,135,0.0531,83.6606,-0.1162,head_up
75,135,0.0535,83.6606,-0.1165,head_up
75,135,0.0531,83.6606,-0.117,head_up
75,135,0.0531,84.0802,-0.1178,head_up
75,135,0.0531,83.6606,-0.1171,head_up
75,135,0.0531,83.6606,-0.1153,head_up
75,135,0.0531,83.6606,-0.1157,head_up
75,135,0.0531,83.6606,-0.1151,head_up
75,134,0.0531,83.6137,-0.117,head_up
75,134,0.0535,84.0363,-0.116,head_up
75,134,0.0535,84.0363,-0.1154,head_up
75,135,0.0535,84.0802,-0.1158,head_up
75,136,0.0535,83.7069,-0.1167,head_up
75,135,0.0535,83.6606,-0.1162,head_up
75,135,0.0535,84.0802,-0.1158,head_up
75,135,0.0535,83.6606,-0.1161,head_up
75,135,0.0535,83.6606,-0.1168,head_up
75,135,0.0535,83.6606,-0.1194,head_up
75,135,0.0535,84.0802,-0.1185,head_up
75,135,0.0535,84.5004,-0.1185,head_up
75,135,0.0535,84.5004,-0.1148,head_up
75,135,0.0535,84.0802,-0.117,head_up
75,135,0.0535,84.0802,-0.1167,head_up
75,135,0.0535,84.0802,-0.1162,head_up
75,135,0.0531,83.6606,-0.1172,head_up
75,135,0.0531,84.0802,-0.1158,head_up
75,135,0.0535,83.6606,-0.1134,head_up
75,135,0.0531,83.6606,-0.1148,head_up
75,135,0.0535,84.0802,-0.1167,head_up
75,135,0.0535,83.6606,-0.1145,head_up
75,135,0.0535,83.6606,-0.1149,head_up
75,135,0.0535,83.6606,-0.1162,head_up
75,135,0.0535,83.6606,-0.1161,head_up
75,135,0.0535,83.6606,-0.1158,head_up
75,135,0.0535,83.6606,-0.1174,head_up
75,135,0.0539,83.6606,-0.1171,head_up
75,135,0.0535,83.6606,-0.117,head_up
75,135,0.0539,84.0802,-0.1164,head_up
75,135,0.0539,83.6606,-0.1171,head_up
75,135,0.0539,84.0802,-0.1157,head_up
75,135,0.0535,83.6606,-0.116,head_up
75,135,0.0535,83.6606,-0.1142,head_up
75,135,0.0531,83.6606,-0.1167,head_up
75,135,0.0531,84.0802,-0.1167,head_up
63,96,0.0329,86.4243,-0.1376,head_up
64,101,0.0355,84.9087,-0.1508,head_up
66,103,0.0366,84.4555,-0.1529,head_up
65,103,0.0366,84.4555,-0.1512,head_up
65,104,0.0369,83.9631,-0.1514,head_up
65,104,0.0369,83.9631,-0.1497,head_up
65,104,0.0373,83.9631,-0.1497,head_up
65,104,0.0373,83.9631,-0.1524,head_up
66,104,0.0373,83.9631,-0.1524,head_up
65,104,0.0373,84.5085,-0.1498,head_up
66,104,0.0373,83.9631,-0.1514,head_up
66,105,0.0373,84.0202,-0.1516,head_up
66,106,0.0376,85.1477,-0.1528,head_up
66,106,0.0376,85.1477,-0.1518,head_up
66,106,0.0376,85.1477,-0.1506,head_up
66,106,0.0376,84.6115,-0.1503,head_up
66,106,0.038,84.0762,-0.1511,head_up
66,106,0.038,84.6115,-0.1499,head_up
66,107,0.0379,84.6616,-0.15,head_up
66,107,0.0379,84.6616,-0.1477,head_up
66,107,0.0379,84.6616,-0.1473,head_up
66,108,0.0383,84.7107,-0.1457,head_up
65,109,0.0386,85.2806,-0.138,head_up
65,110,0.0386,85.3233,-0.1322,head_up
65,110,0.039,85.8411,-0.1308,head_up
65,110,0.039,85.3233,-0.1308,head_up
65,111,0.0393,85.3653,-0.1305,head_up
66,111,0.0393,85.8784,-0.1333,head_up
66,111,0.0393,85.3653,-0.1342,head_up
66,111,0.0397,85.3653,-0.136,head_up
66,111,0.0397,85.3653,-0.1353,head_up
66,111,0.0394,85.3653,-0.1375,head_up
65,111,0.0397,85.3653,-0.1367,head_up
66,111,0.0394,85.3653,-0.1353,head_up
66,111,0.039,85.3653,-0.1341,head_up
66,111,0.0394,85.3653,-0.133,head_up
65,111,0.039,85.3653,-0.1313,head_up
66,111,0.0397,85.3653,-0.1321,head_up
67,112,0.0397,85.4065,-0.1309,head_up
65,111,0.0394,85.3653,-0.1322,head_up
65,112,0.0397,85.4065,-0.1326,head_up
65,112,0.0397,85.4065,-0.1336,head_up
65,111,0.0393,85.3653,-0.1338,head_up
65,112,0.0397,85.4065,-0.1336,head_up
66,111,0.0397,85.3653,-0.1327,head_up
66,112,0.0397,85.4065,-0.1325,head_up
66,112,0.0397,85.4065,-0.1335,head_up
66,111,0.0397,85.3653,-0.1332,head_up
65,112,0.0393,85.4065,-0.1326,head_up
65,112,0.0397,85.4065,-0.1323,head_up
65,112,0.0397,85.4065,-0.132,head_up
66,112,0.0401,85.4065,-0.1304,head_up
66,112,0.0401,85.4065,-0.1321,head_up
66,112,0.0401,85.4065,-0.1322,head_up
66,112,0.0401,85.4065,-0.1313,head_up
67,113,0.0401,85.447,-0.1302,head_up
67,113,0.0397,85.447,-0.1305,head_up
66,113,0.0404,85.447,-0.1289,head_up
65,113,0.0404,85.447,-0.1293,head_up
67,113,0.0404,85.447,-0.1292,head_up
67,113,0.0404,85.447,-0.1286,head_up
67,113,0.0404,85.447,-0.129,head_up
67,113,0.0401,85.9511,-0.1303,head_up
67,113,0.0401,85.447,-0.1313,head_up
67,113,0.0401,85.447,-0.1305,head_up
66,113,0.0404,85.447,-0.1313,head_up
67,113,0.0404,85.447,-0.1299,head_up
66,113,0.0404,85.447,-0.1294,head_up
66,113,0.0404,85.447,-0.1301,head_up
66,113,0.0404,85.447,-0.1298,head_up
66,113,0.0404,85.447,-0.1298,head_up
66,113,0.0404,85.447,-0.1308,head_up
66,113,0.0404,85.447,-0.1293,head_up
66,113,0.0408,85.447,-0.128,head_up
66,114,0.04,85.9865,-0.1284,head_up
66,113,0.04,85.447,-0.1281,head_up
66,114,0.04,85.4868,-0.1285,head_up
66,113,0.0404,85.9511,-0.1291,head_up
66,113,0.0404,86.4559,-0.1294,head_up
66,114,0.0404,85.4868,-0.1268,head_up
66,113,0.0404,85.447,-0.1277,head_up
67,114,0.0404,85.4868,-0.1273,head_up
67,113,0.0404,85.447,-0.1277,head_up
67,113,0.0404,85.447,-0.1282,head_up
67,114,0.0404,85.4868,-0.1292,head_up
67,113,0.0404,85.9511,-0.1285,head_up
67,113,0.0404,85.447,-0.1294,head_up
67,114,0.0404,85.4868,-0.1284,head_up
65,113,0.0404,85.447,-0.129,head_up
66,113,0.0404,85.447,-0.1283,head_up
66,114,0.0408,85.4868,-0.1273,head_up
66,113,0.0408,85.447,-0.1276,head_up
66,113,0.0401,85.447,-0.1274,head_up
66,113,0.0404,85.9511,-0.1295,head_up
66,113,0.0404,85.447,-0.129,head_up
66,114,0.0404,85.4868,-0.1294,head_up
66,113,0.0404,85.447,-0.1285,head_up
66,114,0.0404,85.9865,-0.1294,head_up
66,114,0.0404,85.4868,-0.1275,head_up
66,114,0.0408,85.4868,-0.1281,head_up
77,123,0.0509,85.3528,-0.1383,head_up
77,134,0.0557,82.35,-0.1256,head_up
80,139,0.0574,82.6222,-0.1277,head_up
78,139,0.0587,82.6222,-0.1285,head_up
79,139,0.0591,83.028,-0.1286,head_up
80,140,0.0591,83.0773,-0.1283,head_up
80,140,0.0582,82.6743,-0.1274,head_up
80,140,0.0582,82.272,-0.1277,head_up
78,140,0.0591,82.272,-0.1281,head_up
79,140,0.0587,82.6743,-0.1278,head_up
79,140,0.0591,82.6743,-0.126,head_up
79,140,0.0591,82.6743,-0.1262,head_up
78,140,0.0582,82.272,-0.1248,head_up
79,140,0.0591,82.6743,-0.1247,head_up
79,140,0.0591,82.6743,-0.1261,head_up
78,140,0.0591,82.272,-0.1255,head_up
79,140,0.0587,82.6743,-0.1255,head_up
79,140,0.0587,82.6743,-0.125,head_up
79,140,0.0591,82.6743,-0.1274,head_up
79,140,0.0582,82.6743,-0.1253,head_up
79,140,0.0591,82.6743,-0.1244,head_up
79,141,0.0591,82.7257,-0.1254,head_up
79,141,0.0595,82.7257,-0.1251,head_up
79,141,0.0595,82.7257,-0.1257,head_up
79,141,0.0599,82.7257,-0.1252,head_up
78,141,0.0599,82.7257,-0.1252,head_up
78,141,0.0595,82.7257,-0.1238,head_up
78,141,0.0595,82.7257,-0.1241,head_up
78,141,0.0599,82.7257,-0.1243,head_up
78,142,0.0599,82.7764,-0.1252,head_up
