eye_distance_px,face_height_px,face_area_ratio,head_tilt_h,head_tilt_v,label
87,159,0.0692,86.4019,0.1228,head_down
87,159,0.0692,86.4019,0.121,head_down
87,159,0.0692,86.4019,0.1213,head_down
87,159,0.0687,86.4019,0.1212,head_down
87,159,0.0692,86.4019,0.1212,head_down
87,158,0.0682,86.3792,0.1204,head_down
87,158,0.0688,86.3792,0.1209,head_down
87,159,0.0692,86.4019,0.1211,head_down
87,159,0.0688,86.4019,0.1206,head_down
87,159,0.0682,86.7609,0.121,head_down
87,159,0.0688,86.4019,0.1212,head_down
87,159,0.0682,86.4019,0.1206,head_down
87,159,0.0682,86.4019,0.122,head_down
87,159,0.0688,86.4019,0.1206,head_down
87,160,0.0696,86.4243,0.1221,head_down
87,160,0.0692,86.7811,0.1215,head_down
87,160,0.0692,86.7811,0.1213,head_down
87,159,0.0688,86.4019,0.1212,head_down
87,159,0.0682,86.4019,0.1192,head_down
87,160,0.0696,86.4243,0.1204,head_down
87,159,0.0688,86.4019,0.1204,head_down
87,160,0.0681,86.4243,0.118,head_down
87,159,0.0682,86.4019,0.1196,head_down
87,159,0.0692,86.4019,0.1188,head_down
87,159,0.0692,86.4019,0.1197,head_down
87,159,0.0687,86.4019,0.1186,head_down
87,159,0.0687,86.4019,0.1187,head_down
87,159,0.0687,86.4019,0.1186,head_down
87,159,0.0681,86.4019,0.1195,head_down
86,159,0.0681,86.0432,0.1195,head_down
86,159,0.0681,86.4019,0.117,head_down
87,159,0.0687,86.4019,0.1186,head_down
87,159,0.0681,86.4019,0.1178,head_down
87,158,0.0682,86.3792,0.1183,head_down
87,159,0.0681,86.0432,0.1197,head_down
86,160,0.0681,86.0678,0.1147,head_down
86,160,0.0681,86.0678,0.1149,head_down
86,159,0.0682,86.4019,0.1157,head_down
87,159,0.0677,86.0432,0.1163,head_down
86,159,0.0681,86.0432,0.1172,head_down
86,159,0.0677,86.0432,0.1144,head_down
86,159,0.0681,86.4019,0.1156,head_down
87,159,0.0692,86.0432,0.1173,head_down
87,159,0.0681,86.0432,0.1158,head_down
86,159,0.0687,86.4019,0.1171,head_down
86,159,0.0677,86.0432,0.114,head_down
87,159,0.0682,86.4019,0.1158,head_down
87,159,0.0677,86.0432,0.1145,head_down
86,159,0.0681,86.4019,0.1139,head_down
87,159,0.0681,86.4019,0.1144,head_down
86,159,0.0677,86.0432,0.1132,head_down
87,159,0.0677,86.0432,0.1132,head_down
86,159,0.0677,86.4019,0.1155,head_down
87,159,0.0677,86.4019,0.1121,head_down
87,159,0.0677,86.4019,0.1133,head_down
85,159,0.0681,86.0432,0.1156,head_down
87,159,0.0681,86.4019,0.114,head_down
86,159,0.0681,86.4019,0.1117,head_down
87,159,0.0681,86.4019,0.1137,head_down
87,159,0.0681,86.4019,0.1133,head_down
86,159,0.0681,86.4019,0.1134,head_down
87,159,0.0681,86.4019,0.1111,head_down
87,159,0.0681,86.4019,0.1108,head_down
85,159,0.0681,86.0432,0.1107,head_down
87,160,0.0681,86.0678,0.1092,head_down
86,160,0.0681,86.4243,0.112,head_down
87,160,0.0681,86.4243,0.1122,head_down
87,160,0.0686,86.4243,0.111,head_down
86,160,0.0686,86.0678,0.1111,head_down
86,160,0.0681,86.4243,0.1122,head_down
87,160,0.0681,86.0678,0.1111,head_down
86,160,0.0681,86.4243,0.1102,head_down
87,160,0.0681,86.4243,0.1102,head_down
79,130,0.0519,82.9843,0.1501,head_down
80,129,0.0519,83.8069,0.1485,head_down
78,130,0.0523,84.2902,0.1502,head_down
78,130,0.0523,83.8542,0.1477,head_down
79,130,0.0523,84.2902,0.1522,head_down
78,129,0.0519,84.6863,0.1487,head_down
79,129,0.0519,83.8069,0.1521,head_down
78,129,0.0527,83.8069,0.152,head_down
79,129,0.0519,83.3683,0.1508,head_down
79,128,0.0515,83.3169,0.1476,head_down
79,128,0.0515,83.3169,0.1485,head_down
79,127,0.0515,83.2648,0.1549,head_down
80,128,0.0515,83.3169,0.1519,head_down
79,127,0.0511,83.2648,0.1528,head_down
79,126,0.0511,82.7638,0.157,head_down
79,127,0.0511,82.8202,0.156,head_down
80,128,0.051,83.3169,0.1535,head_down
80,126,0.0511,82.7638,0.1552,head_down
79,127,0.0511,82.8202,0.1558,head_down
81,127,0.0515,82.3765,0.1572,head_down
79,127,0.0515,82.3765,0.1565,head_down
80,127,0.051,82.8202,0.1543,head_down
80,128,0.0519,82.8757,0.1525,head_down
80,129,0.0523,82.4934,0.1519,head_down
80,129,0.0527,82.9304,0.1548,head_down
80,129,0.0523,82.9304,0.1539,head_down
79,129,0.0519,83.3683,0.1522,head_down
81,129,0.0523,83.3683,0.1527,head_down
80,130,0.0527,83.8542,0.1501,head_down
80,130,0.0523,83.4188,0.149,head_down
80,130,0.0523,83.8542,0.1461,head_down
79,130,0.0519,83.8542,0.145,head_down
80,130,0.0519,83.8542,0.1461,head_down
79,130,0.0519,83.8542,0.1457,head_down
79,130,0.0519,84.2902,0.1428,head_down
78,130,0.0519,83.8542,0.1456,head_down
79,131,0.0522,83.9007,0.1449,head_down
79,131,0.0522,83.9007,0.1442,head_down
80,131,0.0522,83.9007,0.1426,head_down
79,131,0.0522,83.9007,0.1416,head_down
79,131,0.0522,84.3335,0.143,head_down
79,131,0.0527,83.9007,0.1457,head_down
79,131,0.0527,83.9007,0.1426,head_down
79,131,0.0527,84.3335,0.144,head_down
79,131,0.0522,83.9007,0.1434,head_down
79,131,0.0527,83.9007,0.1454,head_down
79,130,0.0523,83.8542,0.1433,head_down
79,130,0.0522,83.8542,0.1422,head_down
78,132,0.0526,83.9466,0.14,head_down
79,132,0.0526,83.9466,0.1398,head_down
78,132,0.0526,84.3762,0.1374,head_down
78,131,0.0522,83.9007,0.1411,head_down
78,132,0.0526,83.9466,0.1399,head_down
78,132,0.0522,83.9466,0.139,head_down
78,131,0.0522,83.9007,0.1397,head_down
78,132,0.0522,83.9466,0.1407,head_down
78,131,0.0522,83.9007,0.1412,head_down
78,131,0.0522,83.9007,0.1398,head_down
78,131,0.0522,83.9007,0.1436,head_down
79,131,0.0522,83.9007,0.1431,head_down
78,131,0.0522,83.9007,0.1414,head_down
78,131,0.0519,83.9007,0.1395,head_down
78,132,0.0526,83.9466,0.1415,head_down
78,132,0.0526,83.9466,0.1411,head_down
78,132,0.0526,83.9466,0.1394,head_down
78,131,0.0522,83.9007,0.1402,head_down
78,132,0.0526,83.9466,0.1403,head_down
78,132,0.0526,83.9466,0.1403,head_down
78,132,0.0526,83.9466,0.137,head_down
78,131,0.0522,83.9007,0.1381,head_down
78,131,0.0522,84.3335,0.1394,head_down
78,131,0.0522,84.3335,0.1386,head_down
78,132,0.0526,84.3762,0.1405,head_down
79,131,0.0522,84.3335,0.1408,head_down
78,131,0.0522,84.3335,0.1396,head_down
78,131,0.0522,84.3335,0.1409,head_down
77,131,0.0522,84.3335,0.1393,head_down
78,131,0.0522,83.9007,0.1413,head_down
78,131,0.0522,84.3335,0.1393,head_down
79,131,0.0522,84.3335,0.1401,head_down
79,132,0.0526,83.9466,0.1412,head_down
79,132,0.0526,83.9466,0.1403,head_down
78,132,0.0522,84.3762,0.1404,head_down
79,132,0.0522,83.9466,0.1417,head_down
79,132,0.0526,83.9466,0.1419,head_down
78,133,0.0535,84.4182,0.1419,head_down
79,132,0.0527,84.3762,0.1417,head_down
79,132,0.0531,84.3762,0.1418,head_down
78,133,0.053,83.9918,0.1421,head_down
79,132,0.0526,84.3762,0.1408,head_down
79,133,0.0526,83.9918,0.1375,head_down
79,134,0.0534,84.0363,0.1413,head_down
79,134,0.0534,84.0363,0.1401,head_down
78,135,0.0534,83.6606,0.1387,head_down
78,135,0.0534,84.0802,0.1407,head_down
78,135,0.0534,84.0802,0.1394,head_down
78,135,0.0538,84.0802,0.1395,head_down
78,134,0.0534,83.6137,0.1372,head_down
78,134,0.0538,83.6137,0.1397,head_down
78,134,0.0534,84.0363,0.1393,head_down
89,174,0.0795,81.502,0.039,head_down
88,174,0.0805,81.8244,0.0473,head_down
89,175,0.0805,81.8705,0.0471,head_down
89,175,0.0801,81.8705,0.0472,head_down
88,176,0.0805,81.9161,0.05,head_down
89,175,0.0805,81.5499,0.049,head_down
88,174,0.0805,81.8244,0.0479,head_down
89,174,0.0805,81.502,0.0489,head_down
89,175,0.0805,81.8705,0.0551,head_down
89,174,0.0805,81.502,0.053,head_down
89,173,0.0801,81.4536,0.0584,head_down
89,174,0.0807,81.502,0.0584,head_down
89,175,0.0807,81.5499,0.0579,head_down
89,174,0.0807,81.502,0.0572,head_down
89,175,0.0807,81.5499,0.0583,head_down
89,175,0.0811,81.5499,0.0591,head_down
89,175,0.0807,81.2297,0.0565,head_down
89,175,0.0811,81.2297,0.0589,head_down
89,174,0.0807,81.502,0.0596,head_down
89,174,0.0807,81.8244,0.0633,head_down
89,174,0.0801,81.502,0.067,head_down
90,173,0.0801,81.4536,0.0653,head_down
89,172,0.0802,81.4046,0.0718,head_down
88,172,0.0796,81.0792,0.0712,head_down
89,172,0.0792,81.0792,0.0749,head_down
89,171,0.0798,81.0278,0.077,head_down
89,171,0.0792,81.0278,0.0735,head_down
90,171,0.0787,81.0278,0.0761,head_down
90,171,0.0792,80.7011,0.0758,head_down
90,170,0.0798,80.9759,0.077,head_down
90,171,0.0798,81.0278,0.0765,head_down
90,171,0.0798,81.0278,0.0752,head_down
90,172,0.0798,81.0792,0.0797,head_down
90,171,0.0798,81.0278,0.0787,head_down
90,170,0.0798,80.9759,0.0778,head_down
89,172,0.0798,80.7543,0.0792,head_down
90,171,0.0798,81.0278,0.0764,head_down
90,171,0.0798,81.0278,0.0784,head_down
91,171,0.0798,81.0278,0.0804,head_down
91,171,0.0802,81.0278,0.0801,head_down
91,171,0.0802,81.0278,0.0784,head_down
91,171,0.0798,81.0278,0.0795,head_down
90,171,0.0798,81.0278,0.0817,head_down
90,171,0.0798,81.0278,0.0821,head_down
90,171,0.0798,81.0278,0.0802,head_down
90,171,0.0798,81.0278,0.0825,head_down
90,171,0.0798,81.0278,0.0804,head_down
91,171,0.0798,81.0278,0.0835,head_down
89,171,0.0798,81.0278,0.0845,head_down
91,171,0.0802,80.7011,0.0844,head_down
91,171,0.0802,80.7011,0.0847,head_down
91,171,0.0798,81.3551,0.0829,head_down
90,172,0.0798,81.0792,0.0844,head_down
90,172,0.0798,81.0792,0.0847,head_down
91,172,0.0798,81.0792,0.0855,head_down
90,171,0.0808,81.0278,0.0873,head_down
90,171,0.0808,81.3551,0.0854,head_down
91,171,0.0802,81.3551,0.0878,head_down
91,171,0.0803,81.3551,0.0853,head_down
91,171,0.0808,81.3551,0.0859,head_down
91,171,0.0803,81.3551,0.0846,head_down
91,172,0.0798,81.4046,0.0856,head_down
91,171,0.0803,81.3551,0.088,head_down
91,171,0.0803,81.0278,0.0879,head_down
91,171,0.0803,81.0278,0.0863,head_down
91,171,0.0798,81.0278,0.0882,head_down
91,171,0.0803,81.0278,0.0881,head_down
91,171,0.0798,81.0278,0.0881,head_down
90,171,0.0803,81.0278,0.089,head_down
91,171,0.0798,81.0278,0.0869,head_down
90,171,0.0798,81.3551,0.0868,head_down
90,171,0.0808,81.0278,0.0868,head_down
91,171,0.0799,81.3551,0.0857,head_down
90,171,0.0799,81.0278,0.0867,head_down
90,171,0.0803,81.0278,0.0864,head_down
91,171,0.0808,81.3551,0.0862,head_down
91,171,0.0802,81.3551,0.0844,head_down
91,171,0.0803,81.0278,0.0863,head_down
92,171,0.0808,81.0278,0.0852,head_down
91,171,0.0803,81.3551,0.0871,head_down
91,172,0.0803,81.4046,0.0867,head_down
91,172,0.0798,81.0792,0.0852,head_down
92,172,0.0798,81.0792,0.0849,head_down
91,172,0.0798,81.4046,0.0853,head_down
92,172,0.0803,81.4046,0.0846,head_down
92,172,0.0803,81.0792,0.0844,head_down
91,172,0.0803,81.7306,0.0852,head_down
92,172,0.0803,81.4046,0.0842,head_down
92,172,0.0803,81.7306,0.087,head_down
92,172,0.0803,81.4046,0.0844,head_down
91,172,0.0808,81.4046,0.0849,head_down
92,172,0.0803,81.4046,0.0855,head_down
92,172,0.0808,81.0792,0.0854,head_down
92,172,0.0808,81.4046,0.0864,head_down
92,172,0.0808,81.4046,0.0877,head_down
92,172,0.0808,81.4046,0.0866,head_down
92,172,0.0808,81.0792,0.0871,head_down
92,172,0.0808,81.0792,0.088,head_down
92,171,0.0808,81.0278,0.0871,head_down
92,171,0.0808,81.0278,0.0892,head_down
83,122,0.0742,126.1041,0.0015,head_left
85,136,0.0832,125.4905,0.019,head_left
85,137,0.0838,125.2922,0.0199,head_left
85,138,0.0838,125.3729,0.0212,head_left
85,137,0.0838,125.2922,0.0229,head_left
85,137,0.0843,125.2922,0.023,head_left
85,137,0.0843,125.5699,0.0264,head_left
85,137,0.0843,125.5699,0.0241,head_left
85,137,0.0848,125.2922,0.0229,head_left
85,137,0.0848,125.2922,0.0223,head_left
85,137,0.0848,125.2922,0.0231,head_left
85,138,0.0843,125.0959,0.0223,head_left
85,138,0.0843,125.3729,0.0222,head_left
85,137,0.0848,125.2922,0.0208,head_left
85,137,0.0848,125.2922,0.0223,head_left
85,137,0.0838,125.5699,0.0217,head_left
85,137,0.0843,125.2922,0.0225,head_left
84,137,0.0843,125.2922,0.0228,head_left
85,137,0.0843,125.5699,0.0233,head_left
85,137,0.0843,125.5699,0.0238,head_left
85,137,0.0843,125.5699,0.0246,head_left
84,137,0.0843,125.5699,0.0241,head_left
84,137,0.0843,125.2922,0.0239,head_left
85,137,0.0843,125.2922,0.0237,head_left
84,137,0.0843,125.2922,0.0238,head_left
84,137,0.0843,125.2922,0.0239,head_left
84,137,0.0843,125.2922,0.023,head_left
84,137,0.0838,125.2922,0.0239,head_left
84,137,0.0838,125.2922,0.0219,head_left
84,137,0.0838,125.2922,0.022,head_left
84,137,0.0833,125.2922,0.0221,head_left
84,137,0.0838,125.2922,0.0221,head_left
84,137,0.0833,125.2922,0.0232,head_left
84,137,0.0838,125.2922,0.0209,head_left
84,137,0.0838,125.2922,0.0214,head_left
84,137,0.0843,125.2922,0.0186,head_left
85,137,0.0843,125.2922,0.0177,head_left
84,137,0.0843,125.2922,0.0197,head_left
84,137,0.0843,125.5699,0.0199,head_left
85,137,0.0843,125.2922,0.0194,head_left
85,137,0.0843,125.2922,0.0183,head_left
84,137,0.0843,125.5699,0.0193,head_left
84,136,0.0838,125.7689,0.0188,head_left
85,137,0.0848,125.5699,0.0207,head_left
84,137,0.0838,125.5699,0.02,head_left
85,136,0.0843,126.0454,0.0219,head_left
85,136,0.0843,126.0454,0.0207,head_left
85,135,0.0838,125.9698,0.0211,head_left
85,136,0.0843,126.0454,0.0226,head_left
84,136,0.0838,125.7689,0.0245,head_left
84,136,0.0838,126.0454,0.0245,head_left
84,136,0.0843,126.32,0.0252,head_left
84,136,0.0843,126.0454,0.023,head_left
85,136,0.0843,126.32,0.0231,head_left
85,136,0.0843,126.32,0.0246,head_left
84,136,0.0838,125.7689,0.024,head_left
84,136,0.0843,125.7689,0.0227,head_left
84,137,0.0843,125.5699,0.0238,head_left
84,136,0.0838,126.0454,0.0254,head_left
85,136,0.0843,126.0454,0.0248,head_left
85,136,0.0843,126.0454,0.024,head_left
85,136,0.0838,126.0454,0.0234,head_left
85,136,0.0843,126.0454,0.0232,head_left
85,136,0.0838,126.0454,0.0219,head_left
85,137,0.0838,125.5699,0.0202,head_left
85,136,0.0838,126.0454,0.0216,head_left
85,136,0.0838,126.0454,0.0203,head_left
85,136,0.0838,126.0454,0.0234,head_left
85,136,0.0838,126.0454,0.0219,head_left
85,136,0.0838,125.7689,0.0228,head_left
85,136,0.0838,126.0454,0.0225,head_left
85,137,0.0838,125.8457,0.0199,head_left
85,136,0.0838,126.0454,0.0203,head_left
85,137,0.0838,125.8457,0.0207,head_left
85,136,0.0838,126.0454,0.0216,head_left
85,136,0.0838,126.0454,0.0212,head_left
85,137,0.0843,125.8457,0.0214,head_left
85,136,0.0843,126.0454,0.023,head_left
85,136,0.0838,126.0454,0.023,head_left
85,136,0.0838,126.0454,0.0228,head_left
85,136,0.0832,126.0454,0.0243,head_left
85,136,0.0838,126.0454,0.0235,head_left
85,136,0.0838,126.0454,0.0247,head_left
85,136,0.0838,126.0454,0.0232,head_left
85,136,0.0838,126.0454,0.023,head_left
85,136,0.0838,125.7689,0.0226,head_left
85,136,0.0838,125.7689,0.0242,head_left
85,137,0.0838,125.5699,0.0228,head_left
85,137,0.0838,125.5699,0.0246,head_left
85,137,0.0838,125.5699,0.0248,head_left
85,137,0.0838,125.5699,0.0238,head_left
85,137,0.0838,125.5699,0.0221,head_left
85,137,0.0843,125.5699,0.0231,head_left
85,135,0.0833,125.9698,0.0233,head_left
85,137,0.0843,125.8457,0.0239,head_left
85,136,0.0838,125.4905,0.0224,head_left
85,136,0.0838,125.7689,0.0244,head_left
85,137,0.0838,125.5699,0.0247,head_left
85,137,0.0843,125.8457,0.0234,head_left
85,137,0.0843,125.5699,0.0256,head_left
80,101,0.0652,131.393,-0.0178,head_left
81,119,0.0782,131.9689,-0.0084,head_left
82,121,0.0797,132.0218,-0.0039,head_left
82,122,0.0797,131.524,-0.0002,head_left
82,122,0.0802,131.524,-0.0017,head_left
82,121,0.0807,132.0218,0.0007,head_left
82,121,0.0807,131.7587,-0.0017,head_left
82,121,0.0807,132.0218,-0.0018,head_left
82,121,0.0807,132.0218,-0.002,head_left
82,121,0.0802,132.0218,-0.0008,head_left
82,121,0.0807,132.0218,-0.003,head_left
82,121,0.0807,132.0218,-0.0034,head_left
82,122,0.0802,131.7869,-0.0024,head_left
82,121,0.0802,131.7587,-0.0023,head_left
83,122,0.0802,131.524,-0.0025,head_left
82,122,0.0802,131.524,-0.003,head_left
82,122,0.0802,131.7869,-0.0023,head_left
82,122,0.0802,131.524,-0.0031,head_left
84,122,0.0797,131.524,-0.0036,head_left
83,122,0.0802,131.7869,-0.0016,head_left
82,122,0.0802,131.7869,-0.0019,head_left
82,121,0.0802,131.7587,-0.0023,head_left
82,121,0.0807,131.7587,-0.0016,head_left
83,121,0.0797,131.7587,-0.0047,head_left
83,122,0.0802,131.524,-0.0042,head_left
82,121,0.0802,131.7587,-0.0038,head_left
83,121,0.0802,131.7587,-0.004,head_left
82,121,0.0807,131.7587,-0.0037,head_left
83,121,0.0797,131.7587,-0.0037,head_left
82,121,0.0802,131.7587,-0.0044,head_left
82,121,0.0802,131.7587,-0.0041,head_left
82,122,0.0807,131.7869,-0.0043,head_left
82,121,0.0807,131.7587,-0.004,head_left
82,122,0.0807,131.524,-0.0048,head_left
82,121,0.0807,131.7587,-0.0038,head_left
82,122,0.0797,131.524,-0.004,head_left
82,121,0.0802,132.0218,-0.0059,head_left
82,122,0.0797,131.7869,-0.0042,head_left
82,121,0.0797,132.0218,-0.0033,head_left
82,121,0.0807,132.0218,-0.0047,head_left
82,121,0.0802,132.0218,-0.0046,head_left
82,122,0.0802,131.524,-0.0043,head_left
82,122,0.0802,131.524,-0.0049,head_left
82,121,0.0807,131.7587,-0.0061,head_left
82,122,0.0807,131.524,-0.0059,head_left
82,122,0.0797,131.7869,-0.0058,head_left
82,122,0.0807,131.524,-0.0056,head_left
82,122,0.0802,131.524,-0.006,head_left
82,122,0.0802,131.524,-0.0064,head_left
82,122,0.0802,131.524,-0.0065,head_left
82,122,0.0807,131.524,-0.0063,head_left
82,122,0.0802,131.524,-0.0054,head_left
82,122,0.0802,131.524,-0.0052,head_left
82,122,0.0807,131.524,-0.0045,head_left
82,122,0.0802,131.7869,-0.0047,head_left
82,122,0.0802,131.524,-0.0049,head_left
82,122,0.0813,131.7869,-0.0055,head_left
82,122,0.0802,131.524,-0.0067,head_left
82,122,0.0813,131.7869,-0.0057,head_left
82,122,0.0807,131.524,-0.0069,head_left
82,122,0.0807,131.524,-0.007,head_left
82,122,0.0802,131.524,-0.0055,head_left
82,122,0.0802,131.2588,-0.0062,head_left
82,122,0.0802,131.2588,-0.0058,head_left
82,122,0.0802,131.2588,-0.005,head_left
82,122,0.0802,131.524,-0.0045,head_left
82,122,0.0802,131.2588,-0.0054,head_left
82,122,0.0802,131.524,-0.0046,head_left
82,122,0.0807,131.524,-0.0059,head_left
82,122,0.0807,131.524,-0.0056,head_left
83,122,0.0807,131.524,-0.0041,head_left
84,121,0.0807,131.7587,-0.0056,head_left
83,122,0.0807,131.524,-0.0047,head_left
82,122,0.0807,131.7869,-0.0044,head_left
84,123,0.0807,131.2913,-0.0055,head_left
83,121,0.0807,131.7587,-0.0046,head_left
83,123,0.0807,131.2913,-0.0049,head_left
82,121,0.0807,131.7587,-0.0049,head_left
84,121,0.0807,131.7587,-0.0056,head_left
84,122,0.0807,131.524,-0.0055,head_left
83,122,0.0807,131.524,-0.0054,head_left
82,122,0.0807,131.524,-0.0068,head_left
82,122,0.0807,131.524,-0.0051,head_left
82,122,0.0807,131.524,-0.0046,head_left
84,121,0.0807,131.7587,-0.0051,head_left
83,122,0.0807,131.7869,-0.0061,head_left
83,122,0.0807,131.7869,-0.0051,head_left
82,122,0.0807,131.7869,-0.0049,head_left
82,121,0.0807,132.0218,-0.0054,head_left
82,122,0.0807,131.524,-0.0071,head_left
82,122,0.0807,131.524,-0.0053,head_left
82,121,0.0807,131.7587,-0.0068,head_left
82,122,0.0807,131.524,-0.005,head_left
82,122,0.0807,131.524,-0.0064,head_left
82,121,0.0807,132.0218,-0.0064,head_left
82,122,0.0807,131.2588,-0.005,head_left
82,121,0.0807,131.7587,-0.0056,head_left
82,122,0.0807,131.524,-0.0061,head_left
82,122,0.0807,131.524,-0.0045,head_left
83,122,0.0807,131.2588,-0.0073,head_left
96,131,0.0985,130.7858,0.0027,head_left
96,146,0.1114,131.2479,0.0183,head_left
97,147,0.1114,130.3793,0.0211,head_left
97,149,0.1132,130.4463,0.0205,head_left
97,148,0.1132,130.413,0.0201,head_left
97,148,0.1126,130.413,0.021,head_left
97,147,0.1126,130.6056,0.0197,head_left
97,148,0.112,130.6375,0.0211,head_left
97,148,0.1126,130.413,0.0204,head_left
97,148,0.112,130.6375,0.0217,head_left
97,148,0.1126,130.413,0.0203,head_left
97,148,0.1132,130.413,0.0215,head_left
98,147,0.1126,130.6056,0.0206,head_left
97,147,0.1132,130.6056,0.0202,head_left
97,148,0.1132,130.413,0.0219,head_left
97,148,0.1132,130.6375,0.0225,head_left
97,148,0.1126,130.413,0.0213,head_left
97,148,0.1132,130.6375,0.021,head_left
97,148,0.1132,130.6375,0.0232,head_left
97,148,0.1126,130.6375,0.0234,head_left
97,148,0.1126,130.6375,0.0225,head_left
97,148,0.1126,130.6375,0.0218,head_left
97,148,0.112,130.6375,0.0209,head_left
97,148,0.1126,130.6375,0.022,head_left
97,148,0.1126,130.6375,0.0211,head_left
97,148,0.1126,130.6375,0.0212,head_left
97,148,0.1132,130.413,0.0199,head_left
97,148,0.1132,130.6375,0.021,head_left
97,148,0.1126,130.413,0.0205,head_left
96,148,0.1132,130.413,0.0217,head_left
97,148,0.1126,130.413,0.0219,head_left
96,148,0.1126,130.413,0.0219,head_left
97,148,0.1132,130.6375,0.0191,head_left
96,148,0.1126,130.6375,0.0215,head_left
97,147,0.112,130.8303,0.0218,head_left
97,148,0.1126,130.6375,0.0198,head_left
97,148,0.1126,130.6375,0.021,head_left
97,148,0.1126,130.6375,0.0203,head_left
97,148,0.1126,130.6375,0.0199,head_left
97,148,0.1126,130.6375,0.0212,head_left
97,148,0.1126,130.6375,0.0215,head_left
97,148,0.112,130.6375,0.0224,head_left
97,148,0.1126,130.6375,0.0238,head_left
97,148,0.112,130.6375,0.0231,head_left
97,147,0.112,130.8303,0.0202,head_left
97,147,0.112,130.8303,0.0226,head_left
98,148,0.112,130.6375,0.0198,head_left
98,147,0.112,130.8303,0.0218,head_left
97,148,0.112,130.6375,0.0214,head_left
97,148,0.1132,130.6375,0.0207,head_left
97,148,0.1126,130.6375,0.0201,head_left
97,147,0.1126,130.6056,0.0198,head_left
97,148,0.1132,130.6375,0.0195,head_left
97,147,0.1126,130.6056,0.0199,head_left
97,147,0.1132,130.8303,0.0205,head_left
97,148,0.1132,130.6375,0.0206,head_left
97,147,0.1126,130.6056,0.02,head_left
97,148,0.1126,130.6375,0.0214,head_left
97,148,0.1126,130.187,0.0195,head_left
97,149,0.1132,129.9962,0.0195,head_left
97,149,0.1132,129.9962,0.0195,head_left
97,149,0.1132,129.9962,0.0205,head_left
97,149,0.1132,129.9962,0.0203,head_left
97,148,0.1132,130.187,0.019,head_left
97,148,0.1126,130.187,0.0197,head_left
98,149,0.1126,129.9962,0.0196,head_left
98,148,0.1126,130.187,0.0179,head_left
97,148,0.112,130.187,0.0191,head_left
98,148,0.112,130.187,0.0205,head_left
98,148,0.1126,130.187,0.0206,head_left
97,148,0.1126,130.187,0.0207,head_left
97,150,0.1126,129.807,0.0189,head_left
99,148,0.1126,130.187,0.0207,head_left
98,148,0.1126,130.187,0.0198,head_left
98,149,0.1126,129.9962,0.0196,head_left
97,149,0.1126,129.769,0.0186,head_left
98,150,0.1126,129.58,0.0198,head_left
97,148,0.1126,129.9595,0.0199,head_left
98,149,0.1126,129.769,0.0188,head_left
98,148,0.1126,129.9595,0.0198,head_left
97,148,0.1126,129.9595,0.0187,head_left
97,149,0.1132,129.9962,0.0198,head_left
97,148,0.1126,129.9595,0.0181,head_left
97,149,0.1132,129.9962,0.0182,head_left
97,149,0.1126,129.9962,0.0193,head_left
97,148,0.1126,130.187,0.0175,head_left
97,149,0.1132,129.9962,0.0186,head_left
97,149,0.1132,130.222,0.02,head_left
97,149,0.1126,130.222,0.0198,head_left
97,148,0.112,130.187,0.0197,head_left
97,149,0.1132,129.9962,0.018,head_left
97,149,0.1126,129.9962,0.0187,head_left
97,148,0.1119,130.187,0.0183,head_left
97,149,0.1119,129.9962,0.0185,head_left
97,149,0.1126,129.9962,0.0185,head_left
97,149,0.1132,129.9962,0.0181,head_left
97,148,0.1126,130.187,0.0193,head_left
97,149,0.1132,129.9962,0.0185,head_left
97,149,0.1126,129.9962,0.0175,head_left
97,149,0.1132,129.9962,0.0195,head_left
84,115,0.0802,47.5936,0.001,head_right
83,125,0.0865,47.6263,0.0015,head_right
84,125,0.0881,47.6263,0.0017,head_right
84,125,0.0875,47.6263,-0.0007,head_right
83,126,0.0875,47.8538,0.0007,head_right
84,126,0.0875,47.8538,0.0021,head_right
84,126,0.0875,47.6044,0.0032,head_right
84,125,0.0875,47.6263,0.0027,head_right
84,126,0.0881,47.8538,0.0025,head_right
84,126,0.0886,47.8538,0.0009,head_right
85,126,0.0881,47.8538,0.0048,head_right
84,126,0.0881,47.8538,0.0047,head_right
84,126,0.0875,47.8538,0.0061,head_right
84,127,0.0881,48.0794,0.0071,head_right
84,127,0.0886,48.0794,0.0075,head_right
84,127,0.0886,48.0794,0.0062,head_right
84,127,0.0886,48.0794,0.0064,head_right
84,127,0.0881,48.0794,0.0035,head_right
84,127,0.0875,48.0794,0.0051,head_right
84,127,0.0881,48.0794,0.0052,head_right
84,127,0.0881,48.0794,0.0047,head_right
84,126,0.0881,47.8538,0.006,head_right
84,127,0.0881,48.0794,0.0078,head_right
84,127,0.0881,48.0794,0.0039,head_right
85,126,0.0886,48.1053,0.0037,head_right
85,126,0.0886,47.8538,0.0035,head_right
86,127,0.0886,48.3308,0.003,head_right
84,127,0.0881,48.0794,0.0037,head_right
84,127,0.0881,48.3308,0.0032,head_right
84,127,0.0881,48.0794,0.0041,head_right
84,127,0.0881,48.0794,0.0041,head_right
84,127,0.0881,48.3308,0.0034,head_right
84,127,0.0875,48.0794,0.0042,head_right
84,127,0.0881,48.3308,0.0043,head_right
84,127,0.0875,48.0794,0.0042,head_right
84,127,0.0886,48.3308,0.0044,head_right
