run_id,frame_idx,ts,eye_distance_px,face_height_px,face_area_ratio,head_tilt_h,head_tilt_v,label
43132a0f,85,1756288006402,78,149,0.0586,86.544,0.081,head_down
43132a0f,86,1756288006440,78,149,0.0586,86.544,0.0804,head_down
43132a0f,87,1756288006466,78,149,0.0586,86.544,0.0786,head_down
43132a0f,88,1756288006501,78,148,0.0582,86.5207,0.0803,head_down
43132a0f,89,1756288006537,79,149,0.0586,86.544,0.08,head_down
43132a0f,90,1756288006564,78,148,0.0582,86.5207,0.0785,head_down
43132a0f,91,1756288006594,79,148,0.0582,86.5207,0.0791,head_down
43132a0f,92,1756288006627,78,149,0.0586,86.544,0.0777,head_down
43132a0f,93,1756288006680,78,148,0.0582,86.5207,0.0774,head_down
43132a0f,94,1756288006712,78,148,0.0582,86.5207,0.0785,head_down
43132a0f,95,1756288006742,78,148,0.0582,86.5207,0.0777,head_down
43132a0f,96,1756288006774,78,148,0.0582,86.5207,0.0775,head_down
43132a0f,97,1756288006805,78,148,0.0582,86.5207,0.0778,head_down
43132a0f,98,1756288006837,78,148,0.0582,86.5207,0.0788,head_down
43132a0f,99,1756288006868,78,148,0.0582,86.9065,0.0786,head_down
c8cda485,0,1756288895746,86,159,0.0687,86.0432,0.1253,head_down
c8cda485,1,1756288895799,88,158,0.0682,87.102,0.1313,head_down
c8cda485,2,1756288895817,88,158,0.0682,86.7405,0.1293,head_down
c8cda485,3,1756288895831,88,158,0.0682,86.7405,0.1263,head_down
c8cda485,4,1756288895845,87,158,0.0682,86.7405,0.128,head_down
c8cda485,5,1756288895861,87,158,0.0688,86.7405,0.1259,head_down
c8cda485,6,1756288895878,87,158,0.0688,87.102,0.1276,head_down
c8cda485,7,1756288895911,87,158,0.0688,87.102,0.1267,head_down
c8cda485,8,1756288895947,87,158,0.0688,86.7405,0.1239,head_down
c8cda485,9,1756288895980,87,158,0.0688,86.7405,0.1248,head_down
c8cda485,10,1756288896007,87,159,0.0688,87.1202,0.1267,head_down
c8cda485,11,1756288896041,87,158,0.0682,87.102,0.1235,head_down
c8cda485,12,1756288896068,87,158,0.0688,86.7405,0.1242,head_down
c8cda485,13,1756288896100,87,158,0.0682,86.3792,0.1256,head_down
c8cda485,14,1756288896135,87,158,0.0682,86.3792,0.1234,head_down
c8cda485,15,1756288896184,87,158,0.0682,86.7405,0.1246,head_down
c8cda485,16,1756288896217,87,158,0.0682,86.7405,0.1243,head_down
c8cda485,17,1756288896250,87,158,0.0688,87.102,0.1252,head_down
c8cda485,18,1756288896277,87,158,0.0688,86.7405,0.1244,head_down
c8cda485,19,1756288896312,87,159,0.0688,86.7609,0.1245,head_down
c8cda485,20,1756288896341,87,159,0.0688,86.4019,0.1245,head_down
c8cda485,21,1756288896380,87,158,0.0688,86.7405,0.1238,head_down
c8cda485,22,1756288896409,87,158,0.0688,86.7405,0.1242,head_down
c8cda485,23,1756288896425,87,158,0.0688,86.3792,0.1243,head_down
c8cda485,24,1756288896472,87,158,0.0682,86.3792,0.1222,head_down
c8cda485,25,1756288896525,87,159,0.0688,86.4019,0.1241,head_down
c8cda485,26,1756288896549,87,159,0.0692,86.4019,0.1237,head_down
c8cda485,27,1756288896586,87,159,0.0692,86.4019,0.1228,head_down
c8cda485,28,1756288896619,87,159,0.0692,86.4019,0.121,head_down
c8cda485,29,1756288896649,87,159,0.0692,86.4019,0.1213,head_down
c8cda485,30,1756288896677,87,159,0.0687,86.4019,0.1212,head_down
c8cda485,31,1756288896713,87,159,0.0692,86.4019,0.1212,head_down
c8cda485,32,1756288896746,87,158,0.0682,86.3792,0.1204,head_down
c8cda485,33,1756288896764,87,158,0.0688,86.3792,0.1209,head_down
c8cda485,34,1756288896778,87,159,0.0692,86.4019,0.1211,head_down
c8cda485,35,1756288896804,87,159,0.0688,86.4019,0.1206,head_down
c8cda485,36,1756288896891,87,159,0.0682,86.7609,0.121,head_down
c8cda485,37,1756288896921,87,159,0.0688,86.4019,0.1212,head_down
c8cda485,38,1756288896953,87,159,0.0682,86.4019,0.1206,head_down
c8cda485,39,1756288896986,87,159,0.0682,86.4019,0.122,head_down
c8cda485,40,1756288897016,87,159,0.0688,86.4019,0.1206,head_down
c8cda485,41,1756288897048,87,160,0.0696,86.4243,0.1221,head_down
c8cda485,42,1756288897081,87,160,0.0692,86.7811,0.1215,head_down
c8cda485,43,1756288897093,87,160,0.0692,86.7811,0.1213,head_down
c8cda485,44,1756288897109,87,159,0.0688,86.4019,0.1212,head_down
c8cda485,45,1756288897144,87,159,0.0682,86.4019,0.1192,head_down
c8cda485,46,1756288897197,87,160,0.0696,86.4243,0.1204,head_down
c8cda485,47,1756288897222,87,159,0.0688,86.4019,0.1204,head_down
c8cda485,48,1756288897258,87,160,0.0681,86.4243,0.118,head_down
c8cda485,49,1756288897322,87,159,0.0682,86.4019,0.1196,head_down
c8cda485,50,1756288897346,87,159,0.0692,86.4019,0.1188,head_down
c8cda485,51,1756288897379,87,159,0.0692,86.4019,0.1197,head_down
c8cda485,52,1756288897413,87,159,0.0687,86.4019,0.1186,head_down
c8cda485,53,1756288897434,87,159,0.0687,86.4019,0.1187,head_down
c8cda485,54,1756288897451,87,159,0.0687,86.4019,0.1186,head_down
c8cda485,55,1756288897477,87,159,0.0681,86.4019,0.1195,head_down
c8cda485,56,1756288897530,86,159,0.0681,86.0432,0.1195,head_down
c8cda485,57,1756288897562,86,159,0.0681,86.4019,0.117,head_down
c8cda485,58,1756288897592,87,159,0.0687,86.4019,0.1186,head_down
c8cda485,59,1756288897626,87,159,0.0681,86.4019,0.1178,head_down
c8cda485,60,1756288897696,87,158,0.0682,86.3792,0.1183,head_down
c8cda485,61,1756288897720,87,159,0.0681,86.0432,0.1197,head_down
c8cda485,62,1756288897757,86,160,0.0681,86.0678,0.1147,head_down
c8cda485,63,1756288897782,86,160,0.0681,86.0678,0.1149,head_down
c8cda485,64,1756288897814,86,159,0.0682,86.4019,0.1157,head_down
c8cda485,65,1756288897849,87,159,0.0677,86.0432,0.1163,head_down
c8cda485,66,1756288897863,86,159,0.0681,86.0432,0.1172,head_down
c8cda485,67,1756288897891,86,159,0.0677,86.0432,0.1144,head_down
c8cda485,68,1756288897922,86,159,0.0681,86.4019,0.1156,head_down
c8cda485,69,1756288897958,87,159,0.0692,86.0432,0.1173,head_down
c8cda485,70,1756288897996,87,159,0.0681,86.0432,0.1158,head_down
c8cda485,71,1756288898026,86,159,0.0687,86.4019,0.1171,head_down
c8cda485,72,1756288898063,86,159,0.0677,86.0432,0.114,head_down
c8cda485,73,1756288898089,87,159,0.0682,86.4019,0.1158,head_down
c8cda485,74,1756288898117,87,159,0.0677,86.0432,0.1145,head_down
c8cda485,75,1756288898154,86,159,0.0681,86.4019,0.1139,head_down
c8cda485,76,1756288898205,87,159,0.0681,86.4019,0.1144,head_down
c8cda485,77,1756288898234,86,159,0.0677,86.0432,0.1132,head_down
c8cda485,78,1756288898269,87,159,0.0677,86.0432,0.1132,head_down
c8cda485,79,1756288898296,86,159,0.0677,86.4019,0.1155,head_down
c8cda485,80,1756288898332,87,159,0.0677,86.4019,0.1121,head_down
c8cda485,81,1756288898361,87,159,0.0677,86.4019,0.1133,head_down
c8cda485,82,1756288898393,85,159,0.0681,86.0432,0.1156,head_down
c8cda485,83,1756288898426,87,159,0.0681,86.4019,0.114,head_down
c8cda485,84,1756288898461,86,159,0.0681,86.4019,0.1117,head_down
c8cda485,85,1756288898488,87,159,0.0681,86.4019,0.1137,head_down
c8cda485,86,1756288898540,87,159,0.0681,86.4019,0.1133,head_down
c8cda485,87,1756288898569,86,159,0.0681,86.4019,0.1134,head_down
c8cda485,88,1756288898605,87,159,0.0681,86.4019,0.1111,head_down
c8cda485,89,1756288898634,87,159,0.0681,86.4019,0.1108,head_down
c8cda485,90,1756288898668,85,159,0.0681,86.0432,0.1107,head_down
c8cda485,91,1756288898693,87,160,0.0681,86.0678,0.1092,head_down
c8cda485,92,1756288898723,86,160,0.0681,86.4243,0.112,head_down
c8cda485,93,1756288898762,87,160,0.0681,86.4243,0.1122,head_down
c8cda485,94,1756288898793,87,160,0.0686,86.4243,0.111,head_down
c8cda485,95,1756288898825,86,160,0.0686,86.0678,0.1111,head_down
c8cda485,96,1756288898877,86,160,0.0681,86.4243,0.1122,head_down
c8cda485,97,1756288898903,87,160,0.0681,86.0678,0.1111,head_down
c8cda485,98,1756288898936,86,160,0.0681,86.4243,0.1102,head_down
c8cda485,99,1756288898962,87,160,0.0681,86.4243,0.1102,head_down
