run_id,frame_idx,ts,eye_distance_px,face_height_px,face_area_ratio,head_tilt_h,head_tilt_v,label
c514c297,45,1756287935052,85,127,0.0881,48.3308,0.006,head_right
c514c297,46,1756287935086,85,127,0.0886,48.3308,0.0058,head_right
c514c297,47,1756287935120,85,127,0.0886,48.3308,0.005,head_right
c514c297,48,1756287935148,85,127,0.0881,48.3308,0.0048,head_right
c514c297,49,1756287935183,85,127,0.0886,48.5843,0.0049,head_right
c514c297,50,1756287935203,85,127,0.0886,48.3308,0.0035,head_right
c514c297,51,1756287935218,85,128,0.0886,48.5545,0.0024,head_right
c514c297,52,1756287935244,85,129,0.0886,49.0294,0.0049,head_right
c514c297,53,1756287935299,84,129,0.0886,49.2845,0.0031,head_right
c514c297,54,1756287935330,84,128,0.0881,48.8078,0.0027,head_right
c514c297,55,1756287935363,84,127,0.0886,48.5843,0.0043,head_right
c514c297,56,1756287935393,84,127,0.0886,48.3308,0.0048,head_right
c514c297,57,1756287935464,84,128,0.0886,48.8078,0.0022,head_right
c514c297,58,1756287935485,85,128,0.0886,48.8078,0.0029,head_right
c514c297,59,1756287935524,84,127,0.0886,48.5843,0.0059,head_right
c514c297,60,1756287935552,85,127,0.0886,48.5843,0.0069,head_right
c514c297,61,1756287935586,84,127,0.0881,48.5843,0.0069,head_right
c514c297,62,1756287935613,85,128,0.0881,48.8078,0.0058,head_right
c514c297,63,1756287935639,85,129,0.0881,49.0294,0.0059,head_right
c514c297,64,1756287935661,85,128,0.0881,48.8078,0.0067,head_right
c514c297,65,1756287935696,85,128,0.0886,48.8078,0.006,head_right
c514c297,66,1756287935731,85,129,0.0886,49.0294,0.0061,head_right
c514c297,67,1756287935763,84,128,0.0886,48.8078,0.0056,head_right
c514c297,68,1756287935799,84,129,0.0881,49.0294,0.0069,head_right
c514c297,69,1756287935861,84,129,0.0886,49.2845,0.0058,head_right
c514c297,70,1756287935873,84,129,0.0881,49.0294,0.007,head_right
c514c297,71,1756287935888,85,129,0.0881,49.2845,0.0078,head_right
c514c297,72,1756287935921,84,129,0.0881,49.2845,0.0042,head_right
c514c297,73,1756287935974,84,129,0.0886,49.2845,0.006,head_right
c514c297,74,1756287936000,84,129,0.0881,49.0294,0.0064,head_right
c514c297,75,1756287936034,84,129,0.0886,49.0294,0.0076,head_right
c514c297,76,1756287936065,84,129,0.0881,49.0294,0.0057,head_right
c514c297,77,1756287936097,84,129,0.0881,49.2845,0.0062,head_right
c514c297,78,1756287936125,84,128,0.0881,49.0632,0.0054,head_right
c514c297,79,1756287936157,85,128,0.0886,49.0632,0.0075,head_right
c514c297,80,1756287936196,86,129,0.0875,49.2845,0.0075,head_right
c514c297,81,1756287936225,84,129,0.0875,49.2845,0.0053,head_right
c514c297,82,1756287936256,84,129,0.0886,49.2845,0.0059,head_right
c514c297,83,1756287936309,84,129,0.0881,49.2845,0.0014,head_right
c514c297,84,1756287936340,84,129,0.0886,49.2845,0.0053,head_right
c514c297,85,1756287936374,84,129,0.0875,49.2845,0.0045,head_right
c514c297,86,1756287936399,84,128,0.0881,49.0632,0.0046,head_right
c514c297,87,1756287936437,84,129,0.0875,49.2845,0.0078,head_right
c514c297,88,1756287936468,84,129,0.0881,49.2845,0.0069,head_right
c514c297,89,1756287936493,84,129,0.0881,49.2845,0.0057,head_right
c514c297,90,1756287936532,84,129,0.0881,49.2845,0.005,head_right
c514c297,91,1756287936566,84,129,0.0881,49.2845,0.0062,head_right
c514c297,92,1756287936593,85,129,0.0886,49.2845,0.0086,head_right
c514c297,93,1756287936647,84,130,0.0881,49.7607,0.0066,head_right
c514c297,94,1756287936672,85,130,0.0881,49.5039,0.0079,head_right
c514c297,95,1756287936709,85,130,0.0875,49.7607,0.0058,head_right
c514c297,96,1756287936739,85,129,0.0881,49.5416,0.0043,head_right
c514c297,97,1756287936773,84,129,0.0881,49.2845,0.0049,head_right
c514c297,98,1756287936804,85,129,0.0886,49.2845,0.0066,head_right
c514c297,99,1756287936835,85,129,0.0881,49.2845,0.0078,head_right
